ajbe,6,7,2,4,7,3
afgh,1,4,4,7,5,1
aebf,2,6,6,8,1,6
ajhj,9,6,8,3,3,4
ahae,9,6,4,1,4,3
abac,3,3,7,2,5,3
aabe,6,4,6,4,3,8
adad,2,4,6,8,4,6
ahhi,3,2,3,6,7,2
agad,3,4,1,7,3,6
abdg,7,3,6,8,5,9
ajfe,3,7,1,1,5,2
aidg,6,6,9,9,6,4
aihi,1,7,3,7,2,5
aafe,6,1,5,1,3,2
abif,2,7,6,3,6,5
abfa,8,7,1,9,4,4
afbh,6,2,7,7,8,1
ahdi,2,5,8,8,1,6
aich,1,7,4,7,8,2
ajfg,4,1,2,3,3,7
afdc,8,4,2,4,7,3
ajce,4,7,7,8,3,8
abgb,1,7,5,7,4,7
acfa,3,1,9,9,7,7
aeii,2,9,3,9,1,9
acac,8,2,6,6,1,3
aegh,8,1,5,9,2,1
aihb,8,4,3,4,3,9
aiib,1,4,4,3,9,8
ahib,9,8,5,5,9,2
acih,3,2,3,3,6,4
aefe,7,4,5,8,1,7
afje,1,7,5,1,8,4
agig,9,8,8,8,2,6
afec,5,5,2,6,7,5
aaia,6,7,2,3,4,9
addd,7,9,4,8,8,5
aghb,4,2,2,5,1,6
aefb,3,4,6,8,2,2
ahdh,5,4,2,9,6,8
aiei,4,6,9,9,2,5
agce,5,5,3,4,6,5
afid,8,4,4,6,5,6
afjh,1,3,2,4,8,7
acbi,8,1,5,8,6,1
agea,6,1,4,8,7,6
ajgg,5,5,1,3,7,6
ajic,1,7,3,5,4,7
afab,2,7,2,3,5,3
aaha,4,5,7,1,3,9
aejb,4,5,8,7,4,6
aafh,5,6,8,8,9,6
aged,9,8,6,9,9,7
ajee,6,5,1,3,7,2
afca,1,9,3,4,4,7
afjc,2,5,5,4,2,3
acch,3,9,2,8,1,7
ahia,7,7,7,4,3,5
ache,7,5,1,7,1,4
affg,7,4,8,9,9,6
abae,6,9,7,9,4,9
accj,4,7,5,9,5,8
aeag,4,8,2,6,1,8
aehj,2,2,5,8,1,8
adbj,3,1,1,5,4,8
ahad,1,2,8,3,7,8
aeid,8,1,3,3,5,4
ahbf,3,1,9,5,9,7
afdg,5,1,6,7,2,2
aegj,1,1,1,1,8,8
abgj,8,3,7,7,4,9
adag,2,1,9,5,9,9
afhj,5,1,1,6,6,3
aghc,6,1,4,9,7,7
ajhg,9,1,4,2,2,2
abhi,6,9,7,4,8,8
ahfg,4,4,3,6,5,8
ajja,3,3,1,3,7,2
afcf,7,9,9,2,4,4
abfg,9,3,3,3,6,3
ahhj,3,8,5,1,5,2
adgb,3,1,4,9,5,7
ahcd,3,3,7,1,3,3
ahbg,7,7,9,8,2,9
aheb,2,5,7,9,7,5
aaie,2,8,5,8,6,1
aifi,2,9,1,3,4,9
afhg,9,5,8,8,8,4
afdb,9,7,2,8,3,9
aecf,5,9,7,5,9,3
ajbi,8,7,4,5,7,9
abji,4,8,2,8,3,7
adii,5,5,6,5,8,8
aeai,8,1,6,6,7,5
aefa,4,2,7,6,7,5
afai,6,4,5,8,9,1
adai,9,9,1,1,2,1
aide,7,4,8,9,1,6
aefd,3,6,4,2,4,5
agdb,5,7,4,7,1,9
ahja,4,8,6,6,7,4
afag,5,5,1,8,1,4
aiia,5,1,9,9,9,8
aabf,1,2,3,7,4,1
aihg,1,8,4,1,5,5
aeff,1,2,6,9,6,7
aeab,4,2,6,1,5,1
accg,7,6,3,8,9,7
aadf,2,7,2,2,2,6
aaeb,3,4,1,3,8,8
aibd,7,6,8,5,8,4
ahhd,8,7,3,8,9,8
acdh,2,9,9,4,9,5
aead,2,6,1,2,7,6
acje,1,2,3,4,9,7
acid,2,1,3,5,3,8
ajfa,3,2,8,1,2,4
aaga,9,3,8,2,8,3
abch,3,7,7,2,8,5
adid,7,6,9,8,7,9
ajdi,8,3,7,5,8,8
acda,9,1,7,9,9,8
afhf,8,1,5,2,1,5
agef,1,4,4,5,8,6
ajaj,6,9,2,5,4,8
ajeb,6,1,6,4,3,4
aieb,6,9,5,3,5,2
adjh,1,7,1,4,2,9
ajed,9,6,6,5,5,8
aedb,3,8,4,8,5,1
addf,9,8,5,8,3,3
acef,7,2,6,8,8,2
aibh,1,4,3,1,9,3
abhc,8,3,5,1,4,1
adfj,5,8,1,9,2,2
affh,8,9,2,7,9,1
ajdg,2,5,6,7,6,4
aghd,2,7,6,1,4,2
ahec,7,3,1,9,4,1
ahca,1,9,3,3,7,7
agbc,3,6,3,7,6,4
abbj,7,4,1,4,1,2
acfd,4,4,6,1,8,6
aeae,4,1,2,1,5,5
adhc,7,9,8,5,9,8
aajh,2,8,4,7,5,9
afba,1,9,9,3,4,1
aaae,3,9,8,9,6,8
ajeh,1,1,1,7,4,4
agih,3,7,9,5,1,3
aede,7,5,8,3,6,9
ajhh,4,4,5,8,4,2
abjg,3,7,5,4,9,4
adea,9,4,9,1,3,8
ajhd,6,3,6,8,3,3
ahhb,8,3,3,5,1,8
acjc,2,4,3,9,8,6
afjb,1,6,9,9,1,7
ahge,9,9,5,6,3,5
acij,2,3,2,2,7,1
abgi,5,3,6,9,8,1
aica,1,9,5,2,3,4
abej,3,3,3,3,1,4
adhg,4,3,1,5,6,3
ageg,5,1,3,3,9,4
ajbh,1,4,9,3,3,1
afeh,1,9,1,2,8,6
afhi,6,5,4,7,1,9
adae,3,1,9,9,7,5
ajae,1,8,2,5,4,5
abjj,8,5,5,3,7,5
agda,1,2,4,6,9,3
acbf,6,9,4,1,5,8
ajde,6,9,5,5,7,3
aegc,9,4,1,7,5,4
ajdf,9,6,7,7,5,8
affc,6,7,9,2,8,1
aeda,8,7,3,3,7,3
acbh,7,9,1,1,1,5
ahdf,4,9,4,6,2,5
ajdh,9,3,4,6,1,6
aebe,1,5,8,6,3,4
agfa,2,4,2,3,6,7
acag,2,9,5,3,6,6
abca,8,3,3,7,6,9
abbe,3,8,5,8,2,3
aacc,4,3,9,4,7,9
acge,5,4,4,6,1,5
agfi,5,5,8,7,2,5
aaif,1,5,9,8,2,7
aheg,6,4,6,4,9,9
aadc,7,2,1,5,2,8
agcd,4,5,4,6,7,5
aabh,4,2,3,8,3,3
aeee,8,2,4,9,3,2
acaa,1,8,3,4,8,4
adgf,1,2,4,3,1,2
ajgh,7,5,3,1,1,7
adgj,1,2,8,9,2,9
aadh,5,2,7,2,4,8
acgi,9,8,5,5,8,2
aaji,3,2,6,9,2,2
aajf,7,3,2,8,9,5
adbh,3,3,6,4,2,2
ahch,7,4,4,2,8,9
ajag,4,7,7,3,7,6
aabc,8,7,9,6,8,7
aicb,1,4,6,4,1,1
acaj,5,1,8,6,4,8
aaea,7,3,3,6,1,2
ahbh,7,1,3,7,8,6
ajei,9,6,3,8,6,4
abci,1,3,7,5,7,4
acdi,6,7,8,5,4,3
adff,7,4,3,1,5,9
aabi,3,7,6,1,6,4
afgf,6,8,8,7,4,3
aejc,2,8,6,1,4,8
ahid,1,5,5,1,7,4
agbd,2,8,2,7,4,5
ahhh,3,6,1,9,3,1
aehg,2,5,7,9,7,2
ahdg,3,1,4,7,8,9
aidb,2,9,4,6,5,6
aaah,9,4,2,6,7,5
aebg,8,2,6,1,3,1
adfa,1,7,1,6,6,8
aggi,6,9,8,9,3,3
aaaa,4,6,9,9,5,5
abfj,7,5,5,5,6,1
ajbf,6,6,4,9,5,2
ajjj,8,1,4,2,8,3
acdd,1,9,5,6,5,7
aaic,1,8,6,9,7,5
afcc,6,7,8,4,7,9
aaij,5,8,6,3,6,3
addb,2,1,2,7,4,9
ajah,5,8,9,3,1,9
aicj,3,6,2,2,5,1
abjh,5,5,4,4,2,2
abbi,5,2,2,9,3,6
adei,7,6,9,1,6,3
adhh,8,2,3,3,6,5
agdi,4,9,3,2,1,6
aiaa,9,5,2,5,8,7
abje,7,3,1,9,7,5
aach,4,4,7,4,9,6
aggc,3,2,1,9,7,9
acaf,4,1,6,1,9,1
agif,7,7,5,4,4,6
abjf,3,2,5,8,2,9
adha,6,3,9,7,1,7
aace,9,1,2,7,7,9
abdd,9,5,3,5,2,9
aaec,5,5,4,2,6,8
ajcj,3,1,9,2,4,5
ahai,7,3,2,3,9,3
aaee,7,4,7,7,3,2
ajaf,4,8,2,5,2,4
adjc,1,7,5,4,2,1
aehe,2,1,4,7,5,9
adfh,3,3,9,8,4,6
acff,9,3,6,8,7,3
aiai,9,8,8,3,5,4
abcf,3,9,7,4,4,4
agbb,5,5,6,9,3,9
adji,2,5,2,2,1,8
aahe,7,6,5,7,9,8
ahjd,7,4,9,6,5,6
ahaj,4,2,3,5,1,1
afic,9,5,2,3,1,1
aggd,7,5,8,6,6,3
aice,1,2,1,6,7,6
aebh,3,6,6,8,1,3
abbg,8,9,7,6,5,3
afch,6,4,2,4,3,8
ajfi,6,7,4,4,8,9
afib,6,3,9,7,9,8
abge,6,5,2,1,8,3
aajb,1,8,8,4,7,4
ajii,1,3,6,3,3,3
ahef,6,9,6,2,3,5
aabd,2,1,1,2,3,8
ahcc,2,9,8,6,8,2
ageh,3,7,3,8,6,7
affd,2,7,3,3,1,9
ahjg,9,6,5,2,7,9
aaje,1,3,6,9,1,6
aeje,5,6,7,6,9,7
aidi,8,2,2,1,4,1
acdc,8,9,3,2,1,5
abdb,7,9,1,6,6,1
aaaj,6,6,5,1,3,4
ahed,4,7,1,9,3,3
adbg,5,6,7,6,1,2
agjh,9,9,9,8,3,1
aeeb,6,1,2,3,8,1
afbf,3,1,5,2,4,7
abid,8,2,8,2,3,8
ahgg,3,9,7,1,4,8
acii,1,2,1,3,2,9
abag,8,5,8,8,1,5
aaai,9,7,8,6,3,5
ajdb,7,6,7,2,3,9
agaj,4,9,3,8,4,4
aahj,2,1,4,4,7,6
aedg,6,2,4,4,4,2
ahaf,1,3,8,5,1,1
aejj,9,2,1,3,2,1
aahc,6,1,4,7,9,1
afdd,4,9,2,2,1,3
afie,1,8,4,7,5,5
afbb,8,6,6,6,6,9
agbe,3,4,1,2,2,1
aegd,6,8,7,8,8,9
abee,8,9,5,9,4,8
aiec,8,4,3,6,6,2
agga,8,7,2,5,7,8
afad,7,5,3,4,9,6
adhj,8,9,5,3,8,3
aigj,6,7,3,5,4,6
adif,4,8,6,5,9,5
adeg,5,1,6,6,7,3
achi,6,2,6,8,8,8
agch,8,6,9,8,9,7
aejd,5,8,5,1,8,6
adec,1,3,3,3,7,3
aiif,3,2,6,8,7,1
abdf,4,8,1,4,2,6
aebj,3,2,4,9,7,6
ahfe,1,7,2,8,6,6
abha,4,6,9,1,9,3
adcb,6,3,3,3,8,7
adgh,8,4,2,2,8,2
afgc,1,2,5,3,5,7
aehh,9,5,2,8,6,2
aeji,4,6,2,4,1,6
ahce,1,5,2,4,1,3
aahg,4,9,5,9,1,9
ahbi,9,3,6,4,5,9
ajhf,7,1,7,8,6,5
afea,9,6,7,5,6,7
ajff,6,6,3,5,7,9
aaeh,2,9,1,9,3,9
aafd,6,2,2,8,6,9
acga,5,6,6,6,3,7
abfe,6,7,9,7,4,9
aigi,3,5,6,6,5,6
aghj,6,1,6,3,5,5
aiag,7,5,7,8,4,7
aihf,6,2,6,4,8,6
agdf,5,3,3,3,7,2
aagi,6,4,5,7,5,4
aacj,2,7,2,3,1,8
agci,2,1,3,9,6,8
aecb,7,3,4,7,3,8
ahac,9,3,7,9,2,3
aghh,1,3,7,6,8,3
aefi,9,6,9,7,5,3
ahga,7,8,9,7,1,9
abic,9,5,4,1,4,2
aaed,7,2,8,6,8,2
ahic,3,6,8,4,6,6
ajgi,4,4,4,3,6,4
ajha,3,4,8,2,9,2
aaih,8,5,5,4,5,2
abaa,9,5,6,8,7,8
adbd,2,6,4,3,3,9
acdg,6,8,6,3,7,5
acei,9,6,3,3,8,6
afeg,1,1,2,9,8,6
aacg,7,2,6,6,6,2
adig,5,9,5,4,9,3
abhe,4,6,8,5,9,1
agbh,5,8,3,1,1,4
bigc,8,9,6,4,6,5
bgjf,4,3,2,5,6,9
babj,1,5,9,2,1,1
bhff,9,3,1,8,9,1
bcaa,7,8,2,8,7,1
bgbb,4,5,2,8,2,3
bgha,9,5,3,8,5,9
bicb,1,3,9,9,5,4
bigh,8,4,3,6,1,2
badd,6,9,5,6,5,8
bcff,2,5,3,1,9,6
bici,4,6,2,4,5,5
bchh,6,9,2,9,6,9
biig,5,3,2,8,6,6
